identifier;type;title;author;author_gender;source;source_number;source_place;source_date;publication_date;publication_place;pages;literary epoch;decade
polona0000011700_0_89-126;chapter;O istocie epiki;Pomirowski Leon;mężczyzna;Doktryna a twórczość : rzecz o współczesnej krytyce, najnowszej prozie polskiej i dramacie;;;;1928;;;Dwudziestolecie międzywojenne;1920
polona0000011701_0_9-33;;O istocie współczesności;Pomirowski Leon;mężczyzna;Walka o nowy realizm;;;;1933;;;Dwudziestolecie międzywojenne;1930
polona0000011702_0_13-94;;Poezja;Pomirowski Leon;mężczyzna;Nowa literatura w nowej Polsce;;;;1933;;;Dwudziestolecie międzywojenne;1930
polona0000011901_0_46-72;;Metryka porównawcza;Zawodziński Karol Wiktor;mężczyzna;Zarys wersyfikacji polskiej. Cz. 1, Wiadomości wstępne o wierszu;;;;1936;;;Dwudziestolecie międzywojenne;1930
polona0000014802_0_9-27;chapter;I. Obszar dzieła;Borowy Wacław;mężczyzna;Boy jako tłumacz;;;;1922;;;Dwudziestolecie międzywojenne;1920
polona0000020400_0_15-42;chapter;Wśród lektury Dantego;Stanisław Windakiewicz;mężczyzna;Badania źródłowe nad twórczością Słowackiego;;;;1910;;;Młoda Polska;1910
polona0000020400_0_43-87;chapter;Wpływ epiki renesansowej;Stanisław Windakiewicz;mężczyzna;Badania źródłowe nad twórczością Słowackiego;;;;1910;;;Młoda Polska;1910
polona0000020400_0_88-256;chapter;Studya nad Szekspirem;Stanisław Windakiewicz;mężczyzna;Badania źródłowe nad twórczością Słowackiego;;;;1910;;;Młoda Polska;1910
polona0000020900_0_13-31;;Z początkiem stulecia;Zdziarski Stanisław;mężczyzna;Pierwiastek ludowy w poezji polskiej XIX wieku : studja porównawczo-literackie;;;;1901;;;Młoda Polska;1900
polona0000022300_1_127-147;;Zmierzch Oświecenia;Łempicki Zygmunt;mężczyzna;Renesans, oświecenie, romantyzm;;;;1923;;;Dwudziestolecie międzywojenne;1920
polona0000029600_0_118-139;;Poezya dramatyczna;Królikowski Józef Franciszek;mężczyzna;Rys poetyki wedle przepisów teoryi w szczegółach z najznakomitszych autorów czerpanej;;;;1828;;;Romantyzm;1820
polona0000029600_0_27-42;;Wstęp. O poezyi w ogólności.;Królikowski Józef Franciszek;mężczyzna;Rys poetyki wedle przepisów teoryi w szczegółach z najznakomitszych autorów czerpanej;;;;1828;;;Romantyzm;1820
polona0000029600_0_45-59;;Poezya uczucia, gęślowa (liryczna).;Królikowski Józef Franciszek;mężczyzna;Rys poetyki wedle przepisów teoryi w szczegółach z najznakomitszych autorów czerpanej;;;;1828;;;Romantyzm;1820
polona0000029600_0_59-90;;Poezya nauczania (dydaktyczna);Królikowski Józef Franciszek;mężczyzna;Rys poetyki wedle przepisów teoryi w szczegółach z najznakomitszych autorów czerpanej;;;;1828;;;Romantyzm;1820
polona0000029600_0_90-118;;Poezya opowiadania (epiczna);Królikowski Józef Franciszek;mężczyzna;Rys poetyki wedle przepisów teoryi w szczegółach z najznakomitszych autorów czerpanej;;;;1828;;;Romantyzm;1820
polona0000032602_0_52-97;;Restytucyja tekstu pieśni;Pilat Roman;mężczyzna;"Pieśń ""Bogarodzica"". 1, Restytucyja tekstu pieśni";;;;1879;;;Pozytywizm;1870
polona0000033300_1_21-71;;Conrad i Polska;Ujejski Józef;mężczyzna;O Konradzie Korzeniowskim;;;;1936;;;Dwudziestolecie międzywojenne;1930
polona0000033300_1_75-128;;Conrad i świat;Ujejski Józef;mężczyzna;O Konradzie Korzeniowskim;;;;1936;;;Dwudziestolecie międzywojenne;1930
polona0000043300_0_11-26;;Wskrzesić was cudem jest;Ujejski Józef;mężczyzna;"Główne idee w ""Anhellim"" Słowackiego";;;;1916;;;Młoda Polska;1910
polona0000054900_0;article;Z dziejów wymowy w wieku XVII i XVIII;Janik Michał;mężczyzna;;;;;1908;;;Młoda Polska;1900
polona0000059200_0_54-129;;Nauka genezyjska w znaczeniu ściślejszym: praca kszałtotwórcza ducha;Pawlikowski Jan Gwalbert;mężczyzna;Studya nad Królem Duchem. Cz. 1, Mistyka Słowackiego;;;;1909;;;Młoda Polska;1900
polona0000059900_0_1_1918_Tarnowski_Ogolny;chapter;Ogólny pogląd na rozwój literatury pięknej w Polsce;Tarnowski, Stanisław;mężczyzna;Dzieje literatury pięknej w Polsce. Cz. 1;;;;1918;;1-46;Młoda Polska;1910
polona0000059900_0_2_1918_Bruchnalski_Poezya;chapter;Poezya polska średniowieczna;Bruchnalski, Wilhelm;mężczyzna;Dzieje literatury pięknej w Polsce. Cz. 1;;;;1918;;47-121;Młoda Polska;1910
polona0000059900_0_3_1918_Sinko_Historya;chapter;Historya poezyi łacińskiej humanistycznej w Polsce;Sinko, Tadeusz;mężczyzna;Dzieje literatury pięknej w Polsce. Cz. 1;;;;1918;;122-178;Młoda Polska;1910
polona0000059900_0_4_1918_Chlebowski_Poezya;chapter;Poezya polska w wieku XVI;Chlebowski, Bronisław;mężczyzna;Dzieje literatury pięknej w Polsce. Cz. 1;;;;1918;;179-224;Młoda Polska;1910
polona0000059900_0_5_1918_Bruckner_Poezya wieku siedemnastym;chapter;Poezja polska w wieku siedmnastym;Bruckner, Aleksander;mężczyzna;Dzieje literatury pięknej w Polsce. Cz. 1;;;;1918;;225-275;Młoda Polska;1910
polona0000059900_0_9_1918_Chlebowski_Poezya polska;chapter;Poezya polska po r. 1863;Chlebowski, Bronisław;mężczyzna;Dzieje literatury pięknej w Polsce. Cz. 1;;;;1918;;507-561;Młoda Polska;1910
polona0000060200_0;book;Wstęp do literatury polskiej : (zarys metodyki badania literatury);Korbut Gabriel;mężczyzna;;;;;1924;;;Dwudziestolecie międzywojenne;1920
polona0000060300_0_131-178;chapter;Pogląd na świat;Ujejski Józef;mężczyzna;Antoni Malczewski : (poeta i poemat);;;;1921;;;Dwudziestolecie międzywojenne;1920
polona18745690_349-355;;Styl poetyczny;Brodziński, Kazimierz (1791-1835);mężczyzna;O literaturze;;;;1856;Ostrów;;Romantyzm;1850
polona18745690_362-366;;Przekładnie;Brodziński, Kazimierz (1791-1835);mężczyzna;O literaturze;;;;1856;Ostrów;;Romantyzm;1850
polona18745690_382-404;;O dążeniu polskiej literatury;Brodziński, Kazimierz (1791-1835);mężczyzna;O literaturze;;;;1856;Ostrów;;Romantyzm;1850
polona21754655_11-52;;O kolędach;Tarnowski, Stanisław (1837-1917);mężczyzna;Studia do historyi literatury polskiej : wiek XIX : rozprawy i sprawozdania. T. 1;;;;1895;Kraków;;Młoda Polska;1890
polona31458450_19-91;;Jak do tego przyszło?;Irzykowski, Karol (1873-1944);mężczyzna;Słoń wśród porcelany : (studja nad nowszą myślą literacką w Polsce);;;;1933;Warszawa;;Dwudziestolecie międzywojenne;1930
polona36486793_151-232;;O literaturze polskiey w wieku dziewiętnastym. T. 1.;Mochnacki, Maurycy (1803-1834);mężczyzna;O literaturze polskiey w wieku dziewiętnastym. T. 1.;;;;1830;Warszawa;;Romantyzm;1830
polona36486793_19-72;;Co rozumieć potrzeba przez literaturę?;Mochnacki, Maurycy (1803-1834);mężczyzna;O literaturze polskiey w wieku dziewiętnastym. T. 1.;;;;1830;Warszawa;;Romantyzm;1830
polona36486793_73-149;;"Zastosowanie do rzeczy 'polskich teoryi „uznania”— Co iest umiejętnośći— Zasada dynamiczna literatury.— Ruch; gra przeciwieństw. Piśmienne sektarstwo w Polszczę.";Mochnacki, Maurycy (1803-1834);mężczyzna;O literaturze polskiey w wieku dziewiętnastym. T. 1.;;;;1830;Warszawa;;Romantyzm;1830
polona37118363_30-100;;II.;Tarnowski, Stanisław (1837-1917);mężczyzna;Historya literatury polskiej. T. 6, Wiek 19. Cz. 1, 1850-1863;;;;1905;Kraków;;Młoda Polska;1900
polona50617822_257-290;;1841 - 1846;Tarnowski, Stanisław (1837-1917);mężczyzna;Historya literatury polskiej. T. 5, Wiek 19 : 1831-1850;;;;1900;Kraków;;Młoda Polska;1900
polona52764760_103-156;;Czasy pseudo-klasycyzmu;Chmielowski, Piotr (1848-1904);mężczyzna;Dzieje krytyki literackiej w Polsce;;;;1902;Warszawa, Kraków;;Młoda Polska;1900
polona52764760_157-219;;Okres przejściowy (1801 - 1830).;Chmielowski, Piotr (1848-1904);mężczyzna;Dzieje krytyki literackiej w Polsce;;;;1902;Warszawa, Kraków;;Młoda Polska;1900
polona52764760_220-380;;Krytyka w okresie romantyzmu;Chmielowski, Piotr (1848-1904);mężczyzna;Dzieje krytyki literackiej w Polsce;;;;1902;Warszawa, Kraków;;Młoda Polska;1900
polona52764760_37-47;chapter;Średniowiecze;Chmielowski, Piotr (1848-1904);mężczyzna;Dzieje krytyki literackiej w Polsce;;;;1902;Warszawa, Kraków;;Młoda Polska;1900
polona52764760_381-458;;Okres realizmu;Chmielowski, Piotr (1848-1904);mężczyzna;Dzieje krytyki literackiej w Polsce;;;;1902;Warszawa, Kraków;;Młoda Polska;1900
polona52764760_48-102;;Czasy humanizmu od rozkwitu do zwyrodnienia;Chmielowski, Piotr (1848-1904);mężczyzna;Dzieje krytyki literackiej w Polsce;;;;1902;Warszawa, Kraków;;Młoda Polska;1900
polona57526598_131-149;chapter;Figury demoniczne w utworach poetów polskich;Matuszewski, Ignacy (1858-1919);mężczyzna;Dyabeł w poezyi : studyum krytyczno-porównawcze;;;;1894;Warszawa;;Młoda Polska;1890
polona58752948_13-48;;1800 - 1807;Tarnowski, Stanisław (1837-1917);mężczyzna;Historya literatury polskiej. T. 4, Wiek 19 : 1800-1830;;;;1900;Kraków;;Młoda Polska;1900
polona60784023_13-163;;Józef Korzeniowski;Chmielowski, Piotr (1848-1904);mężczyzna;Nasi powieściopisarze. Ser. 2;;;;1895;Warszawa , Kraków;;Młoda Polska;1890
polona60784023_167-311;;Ludwik Sztyrmer;Chmielowski, Piotr (1848-1904);mężczyzna;Nasi powieściopisarze. Ser. 2;;;;1895;Warszawa , Kraków;;Młoda Polska;1890
polona60784023_315-354;;Ignacy Maciejowski (Sewer);Chmielowski, Piotr (1848-1904);mężczyzna;Nasi powieściopisarze. Ser. 2;;;;1895;Warszawa , Kraków;;Młoda Polska;1890
polona60784023_429-457;;Klemens Junosza;Chmielowski, Piotr (1848-1904);mężczyzna;Nasi powieściopisarze. Ser. 2;;;;1895;Warszawa , Kraków;;Młoda Polska;1890
polona62112484_11-35;;Przekwitanie romantyzmu;Chmielowski, Piotr (1848-1904);mężczyzna;Historya literatury polskiej. T. 6.;;;;1900;Warszawa;;Młoda Polska;1900
polona66197263_139-187;;O krytyce;Brodziński, Kazimierz (1791-1835);mężczyzna;Dzieła. T. 5, Rozprawy naukowe;;;;1842;Wilno;;Romantyzm;1840
polona66197263_188-235;;O satyrze.;Brodziński, Kazimierz (1791-1835);mężczyzna;Dzieła. T. 5, Rozprawy naukowe;;;;1842;Wilno;;Romantyzm;1840
polona66197263_236-295;;O elegii.;Brodziński, Kazimierz (1791-1835);mężczyzna;Dzieła. T. 5, Rozprawy naukowe;;;;1842;Wilno;;Romantyzm;1840
polona66197263_296-352;;O exaltacji i entuzjazmie;Brodziński, Kazimierz (1791-1835);mężczyzna;Dzieła. T. 5, Rozprawy naukowe;;;;1842;Wilno;;Romantyzm;1840
polona66197263_9-138;chapter;O klasyczności i romantyczności tudzież uwagi nad duchem poezyi polskiej;Brodziński, Kazimierz (1791-1835);mężczyzna;Dzieła. T. 5, Rozprawy naukowe;;;;1842;Wilno;;Romantyzm;1840
polona67715562;book;Henryk Sienkiewicz w oświetleniu krytycznem;Chmielowski, Piotr (1848-1904);mężczyzna;;;;;1901;Lwów;;Młoda Polska;1900
polona70972603_15-82;;"Zdobnictwo w poezji. Rzecz o metaforze. („Museion"" listopad i grudzień 1913).";Irzykowski, Karol (1873-1944);mężczyzna;Walka o treść : studja z literackiej teorji poznania;;;;1929;Warszawa;;Dwudziestolecie międzywojenne;1920
polona72376206_9-112;;Co u nas o Kochanowskim pisano?;Tarnowski, Stanisław (1837-1917);mężczyzna;Studia do historyi literatury polskiej : wiek XIX : rozprawy i sprawozdania. T. 4;;;;1898;Kraków;;Młoda Polska;1890
polona76449897_8-46;;Szujski jako poeta;Tarnowski, Stanisław (1837-1917);mężczyzna;Szujski jako poeta;;;;1900;Warszawa;;Młoda Polska;1900
polona79281465_25-54;chapter;Elementy i definicja krytyki literackiej;Troczyński, Konstanty (1906-1942);mężczyzna;Rozprawa o krytyce literackiej : zarys teorji;;;;1931;Poznań;;Dwudziestolecie międzywojenne;1930
polona79281465_55-79;;Klasyfikacja i typy krytyki literackiej;Troczyński, Konstanty (1906-1942);mężczyzna;Rozprawa o krytyce literackiej : zarys teorji;;;;1931;Poznań;;Dwudziestolecie międzywojenne;1930
polona79873590;book;Henryk Rzewuski : z odczytów publicznych odbytych we Lwowie w roku 1887;Tarnowski, Stanisław (1837-1917);mężczyzna;;;;;1887;Lwów;;Pozytywizm;1880
polona80589491_121-248;;Juliusz Słowacki i miłość;Chmielowski, Piotr (1848-1904);mężczyzna;Kobiety Mickiewicza, Słowackiego i Krasińskiego : zarys literacki;;;;1886;Kraków, Warszawa;;Pozytywizm;1880
polona80589491_27-120;;Strona uczuciowa Mickiewicza;Chmielowski, Piotr (1848-1904);mężczyzna;Kobiety Mickiewicza, Słowackiego i Krasińskiego : zarys literacki;;;;1886;Kraków, Warszawa;;Pozytywizm;1880
polona81871571_23-46;;Przekonania i dążności;Chmielowski, Piotr (1848-1904);mężczyzna;Zarys literatury polskiéj z ostatnich lat dwudziestu;;;;1886;Warszawa;;Pozytywizm;1880
polona83147009_11-96;;Komedye Aleksandra hr. Fredry;Tarnowski, Stanisław (1837-1917);mężczyzna;Studia do historyi literatury polskiej : wiek XIX : rozprawy i sprawozdania. T. 2;;;;1896;Kraków;;Młoda Polska;1890
polona87293946_210-216;;Bezsporne i sporne;Piasecki, Stanisław (1900-1941);mężczyzna;Prawo do twórczości;;;;1936;Warszawa;;Dwudziestolecie międzywojenne;1930
polona91688089_11-27;;Powieść społeczna i formuły estetyczne;Matuszewski, Ignacy (1858-1919);mężczyzna;Studja o Żeromskim i Wyspiańskim;;;;1921;Warszawa;;Dwudziestolecie międzywojenne;1920
polona94366168_13-28;chapter;I. Piękna Helena;Irzykowski, Karol (1873-1944);mężczyzna;Benjaminek : rzecz o Boyu-Żeleńskim;;;;1932;Warszawa;;Dwudziestolecie międzywojenne;1930
polona95937819_106-121;;Instalacyjna mowa A. Mickiewicza.;Chmielowski, Piotr (1848-1904);mężczyzna;Odczyty Mickiewicza w Lozannie;;;;1884;Warszawa;;Pozytywizm;1880
polona95937819_14-33;;Odczyty w Lozannie;Chmielowski, Piotr (1848-1904);mężczyzna;Odczyty Mickiewicza w Lozannie;;;;1884;Warszawa;;Pozytywizm;1880
polona99039053_11-50;;Subjektywizm w krytyce;Matuszewski, Ignacy (1858-1919);mężczyzna;Swoi i obcy : (pokrewieństwa i różnice) : zarysy literacko-estetyczne;;;;1898;Warszawa;;Młoda Polska;1890
polona99039053_146-198;;Henryk Sienkiewicz;Matuszewski, Ignacy (1858-1919);mężczyzna;Swoi i obcy : (pokrewieństwa i różnice) : zarysy literacko-estetyczne;;;;1898;Warszawa;;Młoda Polska;1890
polona99039053_51-145;;Bolesław Prus;Matuszewski, Ignacy (1858-1919);mężczyzna;Swoi i obcy : (pokrewieństwa i różnice) : zarysy literacko-estetyczne;;;;1898;Warszawa;;Młoda Polska;1890
polona99130696_121-211;;1633 - 1648;Tarnowski, Stanisław (1837-1917);mężczyzna;Historya literatury polskiej. T. 2, Wiek 17;;;;1900;Kraków;;Młoda Polska;1900
polona99130696_215-306;;(1648- 1674).;Tarnowski, Stanisław (1837-1917);mężczyzna;Historya literatury polskiej. T. 2, Wiek 17;;;;1900;Kraków;;Młoda Polska;1900
polona99130696_309-443;;(1674—1699).;Tarnowski, Stanisław (1837-1917);mężczyzna;Historya literatury polskiej. T. 2, Wiek 17;;;;1900;Kraków;;Młoda Polska;1900
polona99130696_65-117;;1614 - 1633;Tarnowski, Stanisław (1837-1917);mężczyzna;Historya literatury polskiej. T. 2, Wiek 17;;;;1900;Kraków;;Młoda Polska;1900
Porównania_00006659;article;TRAGEDIA HOLOKAUSTU ORAZ ŻYDOWSKIE MIEJSCA PAMIĘCI NA UKRAINIE W POWIEŚCI J. S. FOERA WSZYSTKO JEST ILUMINACJĄ;Siekierska, Marta;kobieta;Porównania;Tom 24 Nr 1 (2019);;2019;;;135-145;Po 1989;2010
Porównania_00006669;article;Co widzi „burlucze oko”? Przekład literacki jako zdarzenie percepcyjne;Brzostowska-Tereszkiewicz, Tamara;kobieta;Porównania;Tom 26 Nr 1 (2020): Czynnik ludzki w przekładzie literackim – teorie, historie, praktyki;;2020;;;39-60;Po 1989;2020
Porównania_00006676;article;Beret niebieski czy zielony? Refleksje o miejscu autora w procesie przekładu współczesnej literatury norweskiej;Drozdowska, Karolina;kobieta;Porównania;Tom 26 Nr 1 (2020): Czynnik ludzki w przekładzie literackim – teorie, historie, praktyki;;2020;;;197-215;Po 1989;2020
Porównania_00006707;article;Antropocen i kapitałocen: w poszukiwaniu fuzji horyzontów;Szaj, Patryk;mężczyzna;Porównania;Tom 29 Nr 2 (2021): Humanistyka środowiskowa I;;2021;;;Tom 29 Nr 2 (2021): Humanistyka środowiskowa I;Po 1989;2020
Postscriptum_Polonistyczne_00006910;article;„Jest nas coraz więcej i coraz więcej będzie nas umierać”. O Grochowie Andrzeja Stasiuka;Żórawska, Natalia;kobieta;Postscriptum Polonistyczne;Tom 19 Nr 1 (2017): W kręgu badań językoznawczych;;2017;;;243-257;Po 1989;2010
Postscriptum_Polonistyczne_00006915;article;VI Światowy Kongres Polonistów: Polonistyka na początku XXI wieku. Diagnozy. Koncepcje. Perspektywy. Badania inter- i transdyscyplinarne;Tambor, Agnieszka | Tambor, Jolanta;kobieta | kobieta;Postscriptum Polonistyczne;Tom 19 Nr 1 (2017): W kręgu badań językoznawczych;;2017;;;317-327;Po 1989;2010
Postscriptum_Polonistyczne_00006973;article;Teraźniejszość zakotwiczona w przeszłości. Recenzja książki Bernadetty Darskiej: Pamięć codzienności, codzienność pamiętania. Szkice o reportażu polskim XXI wieku;Żórawska, Natalia;kobieta;Postscriptum Polonistyczne;Tom 16 Nr 2 (2015): Perspektywy glottodydaktyczne;;2015;;;225-229;Po 1989;2010
Postscriptum_Polonistyczne_00007083;article;Mały teatrzyk wielkiego przełomu wieków;Szwed, Anna;kobieta;Postscriptum Polonistyczne;Tom 12 Nr 2 (2013): Polonistyka w Bułgarii: wczoraj i dziś;;2013;;;287-293;Po 1989;2010
Postscriptum_Polonistyczne_00007132;article;Zwierzęta a dydaktyka literatury. Wokół szkolnej lektury powieści Olgi Tokarczuk Prowadź swój pług przez kości umarłych;Wójcik-Dudek, Małgorzata;kobieta;Postscriptum Polonistyczne;Tom 10 Nr 2 (2012): Dydaktyka, glottodydaktyka - miejsca wspólne;;2012;;;251-261;Po 1989;2010
Postscriptum_Polonistyczne_00007196;article;Rodzina w dramacie kobiecym: po przełomie 1989 roku, a w latach 30. XX wieku;Kot, Joanna;kobieta;Postscriptum Polonistyczne;Tom 8 Nr 2 (2011): Teatr i dramat polski po 1989 r.;;2011;;;143-157;Po 1989;2010
Poznańskie_Studia_Polonistyczne._Seria_Literacka_00007527;article;Wartościowanie poezji w Zarysie literatury polskiej z ostatnich lat szesnastu Piotra Chmielowskiego. Kilka punktów widzenia;Kowalczuk, Urszula;kobieta;Poznańskie Studia Polonistyczne. Seria Literacka;Nr 19 (2012): Poeci za bramą utopii;;2012;;;61-74;Po 1989;2010
Poznańskie_Studia_Polonistyczne._Seria_Literacka_00007640;article;Poetyckie formy pamięci o Czerwcu ’56;Dabert, Dobrochna;b.d.;Poznańskie Studia Polonistyczne. Seria Literacka;Nr 29 (2016): numer specjalny: Poznański Czerwiec 1956;;2016;;;103-127;Po 1989;2010
Poznańskie_Studia_Polonistyczne._Seria_Literacka_00007732;article;Ta „poważna drobnostka”. Nowe wydanie Baśni Johanna Wolfganga Goethego;Ćwiklak, Kornelia;kobieta;Poznańskie Studia Polonistyczne. Seria Literacka;Nr 34 (2018): Pisarze i mózg;;2018;;;309-324;Po 1989;2010
Prace_Filologiczne._Literaturoznawstwo_00007923;article;„Rzeki polskie” Kajetana Jaksy Marcinkowskiego – poemat ku źródłom narodowości;Jędrzejewski, Tomasz;mężczyzna;Prace Filologiczne. Literaturoznawstwo;Nr 5(8) (2015): Rzeki;;2015;;;441-454;Po 1989;2010
Prace_Literackie_00008105;article;Topika w epitalamiach Wacława Potockiego;Dybek, Dariusz;mężczyzna;Prace Literackie;Tom 51 (2011);;2011;;;5 - 23;Po 1989;2010
Prace_Literackie_00008106;article;Kozacy w oczach polskich pamiętnikarzy-żołnierzy z początku XIX wieku;Ślęczka, Tomasz;mężczyzna;Prace Literackie;Tom 51 (2011);;2011;;;25 - 39;Po 1989;2010
Prace_Literackie_00008122;article;Słowacki egipski;Jonca, Magdalena;kobieta;Prace Literackie;Tom 49 (2009);;2009;;;129 - 139;Po 1989;2000
Prace_Literackie_00008196;article;Młodopolscy poeci piszący po francusku. Twórczość Wincentego Koraba Brzozowskiego;Bajda, Justyna;kobieta;Prace Literackie;Tom 55 (2015);;2015;;;141 - 150;Po 1989;2010
Prace_Literackie_00008206;article;Gdzie jest Komandor? Motyw śmierci w kontekście nieobecności Kamiennego Gościa w utworach Tadeusza Micińskiego „Przy grobie Don Juana Tenorio” i Bolesława Leśmiana [„Zbladła twarz Don Żuana, gdy w ulicznym mroku”];Jęcz, Jadwiga;kobieta;Prace Literackie;Tom 56 (2016);;2016;;;83 - 101;Po 1989;2010
Prace_Polonistyczne_Studies_in_Polish_Literature-r1967-t23-s3-25;article;O trwałych i nietrwałych wartościach renesansu;Juliusz Kleiner;mężczyzna;Prace Polonistyczne Studies in Polish Literature;t. 23;;1967;;;s. 3-25;1945-1989;1960
